rowid;inst_name_full;country.name;year;region;inst_type;mfiname;asofdate;inst_num;year_founded;permfi;mfiid;diamonds;assets;numborrs;numborrsind;numborrsgrp;numborrsshg;numloans;numloansind;numloansgrp;numloansshg;loanport;loanportind;loanportgrp;loanportshg;avgbalnc;avgbalncpinc;avgloanpbpinc;oss;frpa;fepa;oepa;cpb;cpl;par30;par90;writeoffratio;loanlossrate;maxdiamonds;regular_case;log_par30;log_par90;age;share_grp;log_avg_loan;log_ass_loan;log_numborrs;wdi_gdpgrowth;wdi_rural;wdi_laborforce;wdi_fdi;wdi_manufac;wdi_agricul;wdi_remittances;wdi_gini;wdi_inflation;wdi_privcredit;wdi_bankdens;wdi_atmdens;db_getcredit;db_enfcontract;db_registprop;wgi_cor;wgi_eff;wgi_reg;wgi_acc;wgi_law;wgi_sta;wdi_gdp;wdi_gdp_sq;swiid_gini;hdi;hdi_sq;efi_score;fgi_econ;fgi_ineq;cooperation;coop_srvy_years
289;Banco De La Gente Emprendedora;Venezuela;2011;Latin America and The Caribbean;Bank;BanGente;2011-12-31;119;1997;1;100249;5;138311373,49;44874;0;0;0;44874;16498;28376;0;121911408,84;65884369,070;56027039,77000;0,00;2716,75;0,2307;0,2307;1,0831;0,3586;0,0726;0,2369;569,5893;569,5893;0,002300;0,001700;0,0144;0,0125;5;TRUE;-6,07484615604703304;-6,3771270279199666;14;4,59571752169081e-01;7,90719134044889;1,26212849201368e-01;10,71161384141972;2,81179540130756012;11,89200000000000;67,104;1,850025110478750;11,64524005728260;5,012930064310940;0,0436043493161516;NA;26,0902123160954993;20,47422564851020;17,076127421443299;41,9355861726143999;31,3;63,6;61,7;-1,15507042407989990;-1,127799153327939896;-1,402885198593140093;-0,934033572673798052;-1,68640148639678999;-1,094045996665949927;17402,27565865710;302839198,09988946;37,2;0,762;0,580644;37,60000000;6,1;7,3;8,39253316387369;"2000; 2021"
290;Banco De La Gente Emprendedora;Venezuela;2014;Latin America and The Caribbean;Bank;BanGente;2014-12-31;119;1997;1;100249;1;426886405,20;57224;0;0;0;57224;0;0;0;360518940,63;166159037,800;194359902,68000;0,00;6300,14;0,5020;0,5020;1,2588;0,3036;0,0623;0,1576;NA;NA;0,006700;0,001700;0,0043;0,0035;5;TRUE;-5,00564775258521699;-6,3771270279199666;17;5,39111488817646e-01;8,74832638340993;1,68973452625917e-01;10,95472866978822;-5,02511141422511987;11,85600000000000;65,834;0,235301766927530;12,07335643158260;5,026753566184820;0,0265362345081267;NA;62,1686499794829999;NA;16,972054614875500;45,1684691374963023;43,8;57,9;61,1;-1,39455723762512007;-1,169327974319460006;-1,740042567253109906;-1,083759427070619896;-1,90905845165252996;-0,852002203464507946;NA;NA;36,6;0,770;0,592900;36,30000000;5,5;6,9;8,39253316387369;"2000; 2021"
291;Banco Fassil;Bolivia;2008;Latin America and The Caribbean;Bank;Banco Fassil;2008-12-31;127;1996;1;101413;4;55346518,80;10600;10595;0;0;12141;12130;0;0;31670142,45;31543054,130;0,00000;0,00;2608,53;1,7990;2,0605;0,9576;0,1648;0,0716;0,0943;419,3881;370,2293;0,008900;0,006900;0,0039;0,0039;5;TRUE;-4,72170400224404307;-4,9762338673789230;12;4,01287490893498e-03;7,86654148290832;5,58239404379756e-01;9,26860928010016;4,32817113629996975;34,46500000000000;73,167;3,072601833217150;11,16847385558630;10,442404115522599;6,8051838377223399;50,8;14,0068107702518994;34,69262451327210;16,005454887902200;14,2570933807828002;37,5;58,0;58,0;-0,52839165925979603;-0,631037652492522971;-0,864422380924224965;0,002961707534268500;-0,97854930162429798;-0,696565806865692028;6248,93395306159;39049175,54972595;48,6;0,652;0,425104;53,11820997;6,4;8,5;7,74631964822718;2017
292;Banco Fassil;Bolivia;2009;Latin America and The Caribbean;Bank;Banco Fassil;2009-12-31;127;1996;1;101413;5;87485721,23;14165;14162;0;0;15877;15873;0;0;43192628,26;43087481,920;0,00000;0,00;2720,45;1,6690;1,8707;0,9990;0,1381;0,0576;0,0787;454,0842;401,3633;0,006100;0,006100;0,0104;0,0012;5;TRUE;-5,09946650780287136;-5,0994665078028714;13;2,43435845966732e-03;7,90855359644617;7,05805755545027e-01;9,55852941226462;1,60145645539657000;34,01600000000000;73,588;2,439678145604440;11,61672570540400;11,152407449731101;6,1010984790547100;49,2;3,3464542014201202;37,01821573633040;18,116060244756401;16,6866626954274011;37,5;58,0;58,2;-0,63141697645187400;-0,607502222061157005;-0,873411774635315052;0,006946584209799770;-1,11391890048981002;-0,506110489368439054;6349,00790924636;40309901,43167284;47,2;0,658;0,432964;53,57589162;7,0;8,7;7,74631964822718;2017
293;Banco Fassil;Bolivia;2010;Latin America and The Caribbean;Bank;Banco Fassil;2010-12-31;127;1996;1;101413;5;163339121,70;23086;0;0;0;25467;25467;0;0;96054649,14;96054649,140;0,00000;0,00;3771,73;2,1265;2,3458;3,8280;0,1420;0,0371;0,0864;579,5517;520,6871;0,004000;0,003100;0,0091;0,0059;5;TRUE;-5,52146091786224602;-5,7763531674910364;14;0,00000000000000e+00;8,23528907393296;5,30911249413448e-01;10,04698165217486;2,37533557597250988;33,57000000000000;73,616;3,165443563767510;11,27002247417760;10,389905701059400;4,8866705523707097;NA;2,5032760584423999;40,34228399795310;20,279862096937698;19,7937530429286994;37,5;58,0;58,3;-0,45864871144294700;-0,502368271350861040;-0,797301411628723034;-0,039241142570972401;-1,02979016304016002;-0,415407210588454978;6499,81815283600;42247636,01993639;46,1;0,662;0,438244;49,40000000;6,8;8,7;7,74631964822718;2017
294;Banco Fassil;Bolivia;2011;Latin America and The Caribbean;Bank;Banco Fassil;2011-12-31;127;1996;1;101413;5;290636741,69;40617;0;0;0;40631;40631;0;0;174269689,94;174269689,940;0,00000;0,00;4289,08;2,0044;2,0051;1,1309;0,1537;0,0309;0,0965;614,6861;595,4039;0,002600;0,001900;0,0055;0,0037;5;TRUE;-5,95224383395470102;-6,2659013928097425;15;0,00000000000000e+00;8,36382799840774;5,11470135561718e-01;10,61194197716322;3,45367377326657010;33,12600000000000;73,647;3,584442148905130;10,33846376715980;9,769585881695400;4,3525234387087099;46,1;9,8844641982388701;40,79309633269470;23,897439142104201;24,1944862414467003;37,5;58,0;58,2;-0,57369649410247803;-0,471269518136977983;-0,763345360755919966;-0,068237788975238800;-0,98403578996658303;-0,417126506567001010;6724,30066769052;45216219,46950317;45,0;0,668;0,446224;50,00000000;6,5;8,9;7,74631964822718;2017
295;Banco Fassil;Bolivia;2012;Latin America and The Caribbean;Bank;Banco Fassil;2012-12-31;127;1996;1;101413;4;492453630,10;58333;0;0;0;58373;58373;0;0;306297290,01;306297290,010;0,00000;0,00;5247,24;2,4521;2,4538;1,0931;0,1642;0,0388;0,0901;702,1826;597,8815;0,003600;0,001700;0,0095;0,0075;5;TRUE;-5,62682143352007280;-6,3771270279199666;16;0,00000000000000e+00;8,56545799111912;4,74844137801198e-01;10,97392324993550;3,39719643988015996;32,68500000000000;70,189;3,913550146140830;10,21420878110620;9,812161914832799;4,1002501439194301;46,6;4,5156029139936802;44,13690590735570;25,408914272299000;27,5444833963858997;37,5;58,0;58,4;-0,72789186239242598;-0,361267656087874978;-0,832377791404724010;-0,081585295498371097;-1,01876401901245006;-0,458068102598189975;6952,73837058014;48340570,84973738;44,5;0,674;0,454276;50,20000000;6,5;8,8;7,74631964822718;2017
296;Banco Forjadores, S.A., Institución de Banca Múltiple;Mexico;2010;Latin America and The Caribbean;Bank;Banco Forjadores;2010-12-31;128;2005;1;101697;4;19841979,50;53520;0;0;0;53520;0;0;53520;17656037,68;0,000;0,00000;17656037,68;329,90;0,0316;0,0316;1,1592;0,7037;0,0873;0,4683;165,6839;165,6839;0,015900;0,007700;0,0470;0,0470;5;TRUE;-4,14143616975595119;-4,8665349501224986;5;1,00000000000000e+00;5,79877766623304;1,16722066994326e-01;10,88781069480211;3,73285194759217998;22,18500000000000;63,625;2,885676013579310;15,56167934953150;3,219154476154950;2,0873730488114801;47,2;4,1567272268017597;23,32882152813520;14,089836534147899;45,1702851614064969;NA;NA;NA;-0,43974813818931602;0,099259831011295305;0,156337782740593012;0,178501576185225996;-0,55203133821487405;-0,726463437080382968;18036,71758850790;325323181,36759031;46,0;0,746;0,556516;68,30000000;6,5;8,0;7,67500545932142;"2000; 2005; 2012; 2018"
297;Banco Forjadores, S.A., Institución de Banca Múltiple;Mexico;2011;Latin America and The Caribbean;Bank;Banco Forjadores;2011-12-31;128;2005;1;101697;4;33558291,90;55147;0;0;0;55147;0;0;55147;14420874,91;0,000;0,00000;14420874,91;261,50;0,0259;0,0259;0,9462;0,6147;0,0998;0,4496;202,1953;220,9611;0,071000;0,038100;0,1021;0,1021;5;TRUE;-2,64507540194082180;-3,2675409968494815;6;1,00000000000000e+00;5,56642973524759;8,44607180016074e-01;10,91775762610325;2,19358757838943985;21,88900000000000;63,842;2,024127449862790;15,35128430374600;3,088461553930520;1,9860963183513001;NA;3,4073782460573598;24,55433833013800;14,413549862948800;44,8590815004044003;NA;NA;NA;-0,47473776340484602;0,257281601428985984;0,184377461671829002;0,121691875159740004;-0,54988771677017201;-0,667768597602844016;18432,36878507860;339752219,02914000;45,8;0,752;0,565504;67,80000000;6,0;7,7;7,67500545932142;"2000; 2005; 2012; 2018"
298;Banco Forjadores, S.A., Institución de Banca Múltiple;Mexico;2012;Latin America and The Caribbean;Bank;Banco Forjadores;2012-12-31;128;2005;1;101697;4;37436349,31;76284;0;0;0;76284;0;0;76284;24639900,23;0,000;0,00000;24639900,23;323,00;0,0320;0,0320;0,7340;0,4310;0,0535;0,4771;281,0334;257,7028;0,047000;0,012700;0,0943;0,0943;5;TRUE;-3,05760767727207838;-4,3661532855175915;7;1,00000000000000e+00;5,77765915078984;4,18275049559497e-01;11,24221849672441;2,20489898111602001;21,59500000000000;64,624;1,515690271570450;16,34672480388260;3,173924967250590;1,9322989485301101;48,7;4,1115098107029304;26,04809704891800;14,888174964483200;48,7582049403147977;NA;NA;NA;-0,48452758789062500;0,300963640213012973;0,418743193149566983;0,112745344638824005;-0,53518009185791005;-0,662454187870025968;18838,78389661630;354899778,70340961;45,6;0,760;0,577600;65,30000000;5,7;7,5;7,67500545932142;"2000; 2005; 2012; 2018"
299;Banco Forjadores, S.A., Institución de Banca Múltiple;Mexico;2013;Latin America and The Caribbean;Bank;Banco Forjadores;2013-12-31;128;2005;1;101697;4;30779631,60;79710;0;0;0;79710;0;0;79710;27115509,47;0,000;0,00000;27115509,47;340,18;0,0337;0,0337;0,8810;0,6850;0,0551;0,5850;236,2600;255,8182;0,138300;0,092900;0,0985;0,0982;5;TRUE;-1,97833004031142479;-2,3762316331623441;8;1,00000000000000e+00;5,82946609988987;1,26747290180629e-01;11,28615032742197;0,02784914971823580;21,30100000000000;64,497;3,988565128532590;15,83182395490800;3,138783694945260;1,8195251112494499;NA;3,8063906974720698;29,01746154520670;14,831950546915101;48,7092203436664022;NA;NA;NA;-0,59152024984359697;0,307451426982880027;0,418155193328856978;0,108392298221587996;-0,54914987087249800;-0,714223802089691051;18844,03033774880;355097479,36999720;45,3;0,760;0,577600;67,00000000;5,2;7,2;7,67500545932142;"2000; 2005; 2012; 2018"
300;Banco Fortaleza S.A.;Bolivia;2008;Latin America and The Caribbean;Bank;Banco Fortaleza;2008-12-31;129;1993;1;101414;4;66512678,06;8744;8641;0;0;11137;10910;0;0;47973504,27;30695868,950;0,00000;0,00;4307,58;2,9504;3,7578;1,0229;0,1517;0,0480;0,0871;689,7976;557,9747;0,019500;0,019300;0,0054;0,0045;5;FALSE;-3,93734081341243591;-3,9476501830712971;15;3,60149536351558e-01;8,36813124469908;3,26743712881768e-01;9,07612302985637;4,32817113629996975;34,46500000000000;73,167;3,072601833217150;11,16847385558630;10,442404115522599;6,8051838377223399;50,8;14,0068107702518994;34,69262451327210;16,005454887902200;14,2570933807828002;37,5;58,0;58,0;-0,52839165925979603;-0,631037652492522971;-0,864422380924224965;0,002961707534268500;-0,97854930162429798;-0,696565806865692028;6248,93395306159;39049175,54972595;48,6;0,652;0,425104;53,11820997;6,4;8,5;7,74631964822718;2017
301;Banco Fortaleza S.A.;Bolivia;2010;Latin America and The Caribbean;Bank;Banco Fortaleza;2010-12-31;129;1993;1;101414;3;92276951,44;11667;0;0;0;13736;13736;0;0;67620695,83;67620695,830;0,00000;0,00;4922,88;2,7755;3,2677;1,2115;0,1527;0,0252;0,0896;647,7154;536,6075;0,035700;0,031400;0,0016;-0,0017;5;TRUE;-3,33260459019654354;-3,4609473860679296;17;0,00000000000000e+00;8,50164924291249;3,10880309256870e-01;9,36451962282386;2,37533557597250988;33,57000000000000;73,616;3,165443563767510;11,27002247417760;10,389905701059400;4,8866705523707097;NA;2,5032760584423999;40,34228399795310;20,279862096937698;19,7937530429286994;37,5;58,0;58,3;-0,45864871144294700;-0,502368271350861040;-0,797301411628723034;-0,039241142570972401;-1,02979016304016002;-0,415407210588454978;6499,81815283600;42247636,01993639;46,1;0,662;0,438244;49,40000000;6,8;8,7;7,74631964822718;2017
302;Banco Los Andes ProCredit;Bolivia;2008;Latin America and The Caribbean;Bank;ProCredit - BOL;2008-12-31;615;1995;1;100754;4;468334682,19;111022;0;0;0;125317;125317;0;0;340490606,70;340490606,700;0,00000;0,00;2717,03;1,8738;2,1151;1,0661;0,1526;0,0594;0,0841;324,5307;289,3076;0,016500;0,013900;0,0050;0,0006;5;TRUE;-4,10439489807560243;-4,2758664388454912;13;0,00000000000000e+00;7,90729629032647;3,18795634791682e-01;11,61748365885400;4,32817113629996975;34,46500000000000;73,167;3,072601833217150;11,16847385558630;10,442404115522599;6,8051838377223399;50,8;14,0068107702518994;34,69262451327210;16,005454887902200;14,2570933807828002;37,5;58,0;58,0;-0,52839165925979603;-0,631037652492522971;-0,864422380924224965;0,002961707534268500;-0,97854930162429798;-0,696565806865692028;6248,93395306159;39049175,54972595;48,6;0,652;0,425104;53,11820997;6,4;8,5;7,74631964822718;2017
303;Banco Los Andes ProCredit;Bolivia;2010;Latin America and The Caribbean;Bank;ProCredit - BOL;2010-12-31;615;1995;1;100754;5;542063335,63;67203;0;0;0;76032;76032;0;0;391153418,25;391153418,250;0,00000;0,00;5144,59;2,9005;3,2816;1,1294;0,1279;0,0301;0,0694;449,1266;394,3699;0,023000;0,021000;0,0006;-0,0028;5;TRUE;-3,77226106305298714;-3,8632328412587138;15;0,00000000000000e+00;8,54570083174974;3,26282992950766e-01;11,11547316837192;2,37533557597250988;33,57000000000000;73,616;3,165443563767510;11,27002247417760;10,389905701059400;4,8866705523707097;NA;2,5032760584423999;40,34228399795310;20,279862096937698;19,7937530429286994;37,5;58,0;58,3;-0,45864871144294700;-0,502368271350861040;-0,797301411628723034;-0,039241142570972401;-1,02979016304016002;-0,415407210588454978;6499,81815283600;42247636,01993639;46,1;0,662;0,438244;49,40000000;6,8;8,7;7,74631964822718;2017
304;Banco Los Andes ProCredit;Bolivia;2011;Latin America and The Caribbean;Bank;ProCredit - BOL;2011-12-31;615;1995;1;100754;3;588015099,42;52867;0;0;0;62717;62717;0;0;454177698,10;454177698,100;0,00000;0,00;7241,70;3,3842;4,0147;1,1990;0,1194;0,0214;0,0762;720,2741;625,8064;0,017900;0,012800;0,0041;0,0012;5;TRUE;-4,02295456613542779;-4,3583101080565658;16;0,00000000000000e+00;8,88761126268541;2,58264099885832e-01;10,87553460466514;3,45367377326657010;33,12600000000000;73,647;3,584442148905130;10,33846376715980;9,769585881695400;4,3525234387087099;46,1;9,8844641982388701;40,79309633269470;23,897439142104201;24,1944862414467003;37,5;58,0;58,2;-0,57369649410247803;-0,471269518136977983;-0,763345360755919966;-0,068237788975238800;-0,98403578996658303;-0,417126506567001010;6724,30066769052;45216219,46950317;45,0;0,668;0,446224;50,00000000;6,5;8,9;7,74631964822718;2017
305;Banco Mundo Mujer (Antes Fundación Mundo Mujer);Colombia;2008;Latin America and The Caribbean;NGO;Fundación Mundo Mujer;2008-12-31;398;1989;1;100542;4;154468437,53;242563;0;0;0;264997;264927;0;70;149789638,51;149765183,190;0,00000;24455,31;565,25;0,1213;0,1325;1,4461;0,3382;0,0990;0,0996;65,7771;62,7584;0,043000;0,030200;0,0073;0,0071;4;TRUE;-3,14655516328857487;-3,4999133546013130;19;1,63264430325438e-04;6,33726867368046;3,07578877707382e-02;12,39901674943354;2,08424236302407007;22,79600000000000;66,959;4,361983916084150;15,37370371458430;6,687384850405190;1,9930269723073799;55,3;6,9968849555450801;31,34288212838310;14,027520116545100;27,2330534784582987;56,3;36,2;69,0;-0,26154261827468900;-0,021946040913462601;0,272389978170395008;-0,165922626852989002;-0,38123598694801297;-1,853462338447569913;11507,52582548910;132423150,62429859;52,4;0,716;0,512656;62,16767962;3,8;8,4;8,51709960356755;"1998; 2012; 2018"
306;Banco Mundo Mujer (Antes Fundación Mundo Mujer);Colombia;2009;Latin America and The Caribbean;NGO;Fundación Mundo Mujer;2009-12-31;398;1989;1;100542;4;211482826,41;293079;293004;0;75;306429;306354;0;75;203894018,09;203864598,040;0,00000;29420,05;665,39;0,1427;0,1492;1,5074;0,3225;0,0733;0,1069;73,0629;68,4876;0,042600;0,034400;0,0145;0,0139;4;TRUE;-3,15590102570681230;-3,3696987146027846;20;1,44290893257182e-04;6,50036953775562;3,65434565017128e-02;12,58819747623041;0,00166227940896135;22,41300000000000;69,820;3,457324017138130;14,78007233229790;6,689740696288090;1,7749143609623601;54,3;4,2025166121648798;30,05884980933400;13,958193583568701;28,6661946803945007;56,3;36,2;69,1;-0,33701252937316900;-0,300278097391128984;0,088281720876693698;-0,149577632546425005;-0,36777758598327598;-1,832345843315120071;11507,71711272140;132427553,14642097;51,3;0,722;0,521284;62,31768905;4,3;8,5;8,51709960356755;"1998; 2012; 2018"
307;Banco Mundo Mujer (Antes Fundación Mundo Mujer);Colombia;2010;Latin America and The Caribbean;NGO;Fundación Mundo Mujer;2010-12-31;398;1989;1;100542;4;287404734,20;352592;0;0;0;363821;363740;0;81;274993052,74;274913547,780;0,00000;79504,96;755,85;0,1244;0,1284;1,7332;0,3338;0,0651;0,1212;93,6415;90,2075;0,017600;0,012300;0,0269;0,0252;4;TRUE;-4,03985637693803046;-4,3981560166037657;21;2,89116249330146e-04;6,62783912512372;4,41456114376063e-02;12,77306686008954;3,32373450571197004;22,03600000000000;71,297;2,243830283255530;13,96702569569530;6,324853876410680;1,4066173659806300;54,6;2,2720022789200800;32,35295863779690;13,793989548004999;34,9516649424433012;56,3;36,2;75,9;-0,42333310842513999;-0,121465317904948994;0,157253935933112987;-0,132357180118561013;-0,27138561010360701;-1,537184834480290085;11890,20307721660;141376929,21745110;50,9;0,726;0,527076;65,50000000;4,6;8,3;8,51709960356755;"1998; 2012; 2018"
308;Banco Mundo Mujer (Antes Fundación Mundo Mujer);Colombia;2011;Latin America and The Caribbean;NGO;Fundación Mundo Mujer;2011-12-31;398;1989;1;100542;4;351681945,82;417479;0;0;0;427934;427878;0;56;346185216,72;346113277,090;0,00000;71939,63;808,97;0,1338;0,1371;1,7812;0,3705;0,0512;0,1555;129,5420;126,0792;0,014400;0,009600;0,0099;0,0077;4;TRUE;-4,24052707240018201;-4,6459921805083466;22;2,07806765065377e-04;6,69576024116930;1,57532638570321e-02;12,94198952260679;5,78469976561988020;21,66500000000000;72,116;4,372985932190310;13,21760257696400;6,091696108222140;1,2244785374712299;53,5;3,4150334477624100;34,95997388777750;14,758564922998699;32,5052616194443971;56,3;36,2;75,9;-0,31752768158912698;-0,047133158892393098;0,279601454734802024;-0,059714227914810201;-0,21736146509647400;-1,284655570983890049;12578,01562675610;158206477,10692063;50,0;0,733;0,537289;68,00000000;4,1;8,6;8,51709960356755;"1998; 2012; 2018"
309;Banco Mundo Mujer (Antes Fundación Mundo Mujer);Colombia;2013;Latin America and The Caribbean;NGO;Fundación Mundo Mujer;2013-12-31;398;1989;1;100542;4;515918598,39;493227;0;0;0;507766;507766;0;0;483712814,64;483712814,640;0,00000;0,00;952,63;0,1575;0,1622;1,6522;0,3739;0,0349;0,1690;174,8661;170,9871;0,024500;0,015800;0,0200;0,0178;4;TRUE;-3,70908216143145619;-4,1477453389492158;24;0,00000000000000e+00;6,85922593987565;6,44576255506039e-02;13,10872479329945;4,09826590865887042;20,93900000000000;72,896;4,242275614389170;12,66235630373080;5,392714954494730;1,1645234097697801;52,6;2,0169922431037799;39,48369169134580;15,663376192494400;39,5166586014627015;56,3;36,2;73,8;-0,44105258584022500;0,055446788668632500;0,339824229478836004;-0,081278838217258495;-0,38794946670532199;-1,291971802711489925;13465,07504365260;181308245,93119606;49,0;0,746;0,556516;69,60000000;3,8;8,1;8,51709960356755;"1998; 2012; 2018"
310;Banco PYME EcoFuturo S.A.;Bolivia;2008;Latin America and The Caribbean;Bank;Banco PYME EcoFuturo;2008-12-31;130;1999;1;100661;4;83538578,63;42535;0;0;0;44101;43847;248;0;71266365,53;71057441,740;196891,74000;0,00;1615,98;1,1068;1,1476;1,0301;0,1722;0,0604;0,0870;168,4378;164,4146;0,032800;0,024300;0,0005;-0,0043;5;TRUE;-3,41732676359203902;-3,7172789286356345;9;2,93159035747458e-03;7,38769730547226;1,58884060256818e-01;10,65808254540998;4,32817113629996975;34,46500000000000;73,167;3,072601833217150;11,16847385558630;10,442404115522599;6,8051838377223399;50,8;14,0068107702518994;34,69262451327210;16,005454887902200;14,2570933807828002;37,5;58,0;58,0;-0,52839165925979603;-0,631037652492522971;-0,864422380924224965;0,002961707534268500;-0,97854930162429798;-0,696565806865692028;6248,93395306159;39049175,54972595;48,6;0,652;0,425104;53,11820997;6,4;8,5;7,74631964822718;2017
311;Banco PYME EcoFuturo S.A.;Bolivia;2009;Latin America and The Caribbean;Bank;Banco PYME EcoFuturo;2009-12-31;130;1999;1;100661;5;118107347,92;43486;0;0;0;44463;44412;51;0;92532660,83;92483636,730;49024,10000;0,00;2081,12;1,2768;1,3054;1,0497;0,2094;0,0725;0,1041;243,9719;236,9665;0,028700;0,024000;0,0113;0,0091;5;TRUE;-3,55085815621656176;-3,7297014486341911;10;5,29803202029000e-04;7,64065956859006;2,44032266798602e-01;10,68019432619500;1,60145645539657000;34,01600000000000;73,588;2,439678145604440;11,61672570540400;11,152407449731101;6,1010984790547100;49,2;3,3464542014201202;37,01821573633040;18,116060244756401;16,6866626954274011;37,5;58,0;58,2;-0,63141697645187400;-0,607502222061157005;-0,873411774635315052;0,006946584209799770;-1,11391890048981002;-0,506110489368439054;6349,00790924636;40309901,43167284;47,2;0,658;0,432964;53,57589162;7,0;8,7;7,74631964822718;2017
